application_type,expected_users_per_day,concurrent_users,storage_required_gb,deployment_region,required_vcpu,required_ram_gb,cloud_provider_reference,reference_vm_type,price_per_hour,traffic_pattern,monthly_cost
Banking,25945,226,86,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Banking,11683,305,1286,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
News Portal,304524,7800,203,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
ERP,715,9,282,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
News Portal,2081,122,549,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Healthcare,170348,25789,4813,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
Social Media,36707,1848,18,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Healthcare,14005,217,1791,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,4394,3058,30,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,4996,198,81,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,300498,162,688,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,38133,4395,26,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
Streaming,287111,3298,284,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
Blog,402217,46785,1713,us-east,8,16,GCP,n2-standard-8,0.388,Low,279.36
Social Media,14445,764,349,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,23626,3002,477,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Banking,33987,1628,20,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
Healthcare,142061,41,1750,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
ERP,34715,254,10,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
E-Commerce,490,29,8,asia-south,1,2,GCP,e2-small,0.017,Medium,12.24
Social Media,318677,2698,5,asia-south,16,32,GCP,n2-standard-8,0.388,High,279.36
News Portal,35225,2397,64,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Blog,180699,4047,1504,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,5550,760,178,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
Portfolio,8205,782,134,us-east,2,4,Azure,B2s,0.05,Low,36.0
Social Media,43825,2071,60,europe-west,8,16,GCP,n2-standard-8,0.388,Low,279.36
E-Commerce,86937,8573,1098,us-east,8,16,GCP,n2-standard-8,0.388,Low,279.36
Healthcare,370,370,7,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Streaming,4843,36,159,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
E-Commerce,82595,341,3,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,470531,45098,818,us-east,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
Blog,219,17,920,europe-west,1,2,AWS,t3.small,0.0208,Medium,14.98
CRM,1588,29,5,asia-south,2,4,AWS,t3.medium,0.0416,High,29.95
News Portal,7596,975,1017,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,1144,55,11,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Healthcare,247,25,2329,us-east,2,4,Azure,B2s,0.05,Medium,36.0
CRM,13626,643,104,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Streaming,32185,1172,31,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
E-Commerce,5185,152,454,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
E-Commerce,3613,258,6,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
E-Commerce,446761,2071,333,us-east,8,16,AWS,c5.2xlarge,0.34,Low,244.8
Banking,8388,256,82,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
News Portal,102996,4565,62,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
E-Commerce,1892,145,6,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
ERP,132422,4376,840,europe-west,8,16,GCP,n2-standard-8,0.388,Low,279.36
CRM,125867,15029,102,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
E-Commerce,1624,120,2,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Social Media,33852,34,36,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Banking,41541,53,2960,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,6383,184,38,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,85170,9066,35,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Healthcare,2207,9,7,europe-west,2,4,GCP,e2-medium,0.033,High,23.76
Streaming,8842,324,59,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
Social Media,462920,37245,6,us-east,16,32,GCP,n2-standard-8,0.388,Medium,279.36
ERP,809,82,775,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Healthcare,636,636,301,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Healthcare,608,56,15,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Blog,492658,136,5,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,699,50,436,us-east,2,4,Azure,B2s,0.05,Medium,36.0
CRM,886,634,2,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Portfolio,45906,572,4335,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,76165,4359,10,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,12358,12358,7,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Banking,436597,2143,5,us-east,8,16,GCP,n2-standard-8,0.388,Low,279.36
Banking,271,13,740,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Portfolio,25736,268,3902,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Streaming,23003,2129,480,europe-west,16,32,Azure,F4s_v2,0.169,High,121.68
Streaming,2469,2469,2098,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
ERP,227654,26814,30,asia-south,16,32,Azure,F4s_v2,0.169,Medium,121.68
Healthcare,15125,8698,6,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
ERP,1374,1374,303,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
Portfolio,399,12,23,asia-south,1,2,Azure,B2s,0.05,Medium,36.0
Portfolio,462,53,44,asia-south,1,2,AWS,t3.small,0.0208,Low,14.98
Portfolio,223924,6490,1697,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
Portfolio,1418,106,43,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Blog,241535,12745,2,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Portfolio,512,4,121,asia-south,1,2,Azure,B2s,0.05,High,36.0
Social Media,440944,24913,21,europe-west,8,16,AWS,c5.2xlarge,0.34,Low,244.8
Portfolio,135738,4732,20,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
Streaming,497,497,1851,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
Healthcare,392,151,53,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
News Portal,107414,5,4756,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
CRM,368,10,4,us-east,2,4,AWS,t3.medium,0.0416,High,29.95
Healthcare,1556,111,601,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,105591,22,1300,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,242623,6192,279,us-east,16,32,Azure,F4s_v2,0.169,High,121.68
Banking,81183,4259,4,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
News Portal,211267,23603,2,europe-west,8,16,AWS,c5.2xlarge,0.34,Low,244.8
ERP,15977,1146,1155,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
News Portal,89146,679,2828,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
Blog,2955,86,2256,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
ERP,93141,3114,188,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Portfolio,40808,1787,21,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,17958,1271,15,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
News Portal,470772,48516,955,asia-south,16,32,AWS,c5.2xlarge,0.34,High,244.8
Social Media,7894,480,1286,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
Streaming,25421,667,307,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Healthcare,10806,10806,4786,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
News Portal,1535,116,3595,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,2652,322,2,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
News Portal,423531,11790,155,europe-west,8,16,GCP,n2-standard-8,0.388,Low,279.36
Portfolio,4299,1418,1175,asia-south,2,4,Azure,B2s,0.05,Low,36.0
Blog,40702,2366,1692,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Blog,16904,838,11,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,211123,8148,382,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
Blog,75096,69,46,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Healthcare,376,18,4025,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
Blog,3227,252,9,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Banking,52489,2093,97,europe-west,8,16,Azure,F4s_v2,0.169,Low,121.68
Banking,707,707,278,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
E-Commerce,10273,167,167,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
ERP,2403,35,816,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
News Portal,332,16,185,asia-south,1,2,AWS,t3.small,0.0208,Low,14.98
Portfolio,488959,6146,237,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Streaming,287710,8604,1404,europe-west,16,32,Azure,F4s_v2,0.169,Low,121.68
Banking,69355,16500,5,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Portfolio,964,79,932,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Portfolio,457070,54,96,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
Streaming,27824,128,441,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
Streaming,383439,4197,262,europe-west,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
Healthcare,279,29,31,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Streaming,777,76,23,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Banking,40020,1412,7,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
ERP,241865,12518,8,asia-south,8,16,Azure,F4s_v2,0.169,Low,121.68
E-Commerce,791,140,12,europe-west,1,2,AWS,t3.small,0.0208,Low,14.98
Streaming,2391,126,5,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
News Portal,19935,321,242,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,498676,2902,30,europe-west,8,16,Azure,F4s_v2,0.169,Low,121.68
Streaming,104290,6213,617,europe-west,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
News Portal,274942,6975,4700,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Healthcare,39326,1292,170,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
CRM,191551,7959,46,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
CRM,10567,10567,19,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,528,8,16,us-east,1,2,GCP,e2-small,0.017,Low,12.24
News Portal,51530,1127,12,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Social Media,22121,33,67,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
ERP,8917,624,9,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
E-Commerce,1720,10,8,asia-south,1,2,GCP,e2-small,0.017,Medium,12.24
Social Media,92407,34,2,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Social Media,122669,10272,29,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Banking,3456,23,3,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
Healthcare,284135,5569,12,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
News Portal,3609,3609,75,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
News Portal,464,7,5,us-east,1,2,Azure,B2s,0.05,Medium,36.0
News Portal,736,87,47,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
Social Media,9580,413,553,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,374,374,14,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
CRM,55227,1625,2,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Blog,100628,1658,2,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
E-Commerce,14726,1241,703,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Social Media,217057,389,402,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
Social Media,349654,15537,4209,europe-west,16,32,GCP,n2-standard-8,0.388,Low,279.36
Blog,6636,6636,67,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,402,402,336,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Healthcare,1221,51,384,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
ERP,34322,2310,7,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
Portfolio,4785,339,9,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Streaming,42526,9,556,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,36860,231,4,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
CRM,22805,2375,3,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Portfolio,688,688,4421,us-east,2,4,Azure,B2s,0.05,Medium,36.0
Portfolio,1873,31,198,asia-south,2,4,GCP,e2-medium,0.033,High,23.76
Blog,3846,135,18,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
E-Commerce,126576,29271,262,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
ERP,41609,1011,1525,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
CRM,31080,1626,50,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,38451,2590,1120,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
Social Media,10254,2435,407,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Portfolio,273,25,16,europe-west,1,2,Azure,B2s,0.05,High,36.0
Blog,965,54,42,us-east,1,2,GCP,e2-small,0.017,Medium,12.24
E-Commerce,599,215,543,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
CRM,330,330,2146,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Streaming,2436,789,2,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Portfolio,94993,4333,83,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
E-Commerce,492,44,40,europe-west,2,4,Azure,B2s,0.05,High,36.0
Social Media,478,24,1193,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
CRM,529,13,906,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Streaming,1651,9,2868,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,973,29,423,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
Social Media,223,19,3879,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Streaming,1740,53,4987,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Healthcare,485712,319,282,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
ERP,2782,135,3,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
ERP,1044,19,16,europe-west,1,2,Azure,B2s,0.05,Low,36.0
Blog,9670,13,16,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Banking,1203,126,881,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Social Media,15947,372,494,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Social Media,4597,303,13,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,223071,20266,8,asia-south,8,16,GCP,n2-standard-8,0.388,Low,279.36
Streaming,284475,12184,24,asia-south,16,32,GCP,n2-standard-8,0.388,Medium,279.36
CRM,52963,2227,9,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
CRM,1081,293,4226,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Streaming,8153,1107,6,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,2182,117,97,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
News Portal,103164,19572,148,us-east,8,16,GCP,n2-standard-8,0.388,Low,279.36
Blog,251,115,672,us-east,2,4,AWS,t3.medium,0.0416,High,29.95
E-Commerce,35656,2219,71,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Social Media,2508,101,84,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Social Media,8619,612,2084,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Social Media,2503,41,150,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
ERP,3472,205,83,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
CRM,39127,1266,2611,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
Blog,21110,1571,805,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Healthcare,1350,12,5,asia-south,2,4,GCP,e2-medium,0.033,High,23.76
News Portal,281,3,3,asia-south,1,2,GCP,e2-small,0.017,Medium,12.24
ERP,162084,270,752,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,9416,688,62,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,25319,45,1064,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
CRM,9139,508,1758,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
News Portal,25360,6379,585,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Streaming,27005,1601,208,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Streaming,225,24,3454,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,12972,1774,209,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Healthcare,10166,399,4223,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Healthcare,423,12,2467,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
Portfolio,68469,18,75,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
CRM,1266,22,4,asia-south,2,4,AWS,t3.medium,0.0416,High,29.95
Banking,306,34,50,us-east,1,2,Azure,B2s,0.05,Low,36.0
Blog,107181,6534,564,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
E-Commerce,174059,436,27,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,1315,47,92,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
CRM,43378,545,69,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
Social Media,208,10,2,us-east,1,2,GCP,e2-small,0.017,Medium,12.24
CRM,56423,7119,292,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,7594,1063,34,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
E-Commerce,98592,4086,2478,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
CRM,4330,3329,5,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Streaming,3119,3119,603,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
Streaming,143869,10693,176,asia-south,8,16,GCP,n2-standard-8,0.388,Low,279.36
Portfolio,271,6,1374,us-east,1,2,Azure,B2s,0.05,Medium,36.0
CRM,865,199,41,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
E-Commerce,5028,65,6,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
E-Commerce,21250,1116,13,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
E-Commerce,208,7,134,europe-west,1,2,GCP,e2-small,0.017,Medium,12.24
Portfolio,18003,1297,76,asia-south,2,4,Azure,B2s,0.05,Low,36.0
Social Media,3865,1708,3,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
Social Media,27653,4414,91,us-east,16,32,Azure,F4s_v2,0.169,High,121.68
ERP,241475,1061,12,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Blog,6296,22,208,us-east,1,2,AWS,t3.small,0.0208,Low,14.98
Portfolio,15327,6181,332,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
Blog,7474,112,7,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Portfolio,506,57,65,europe-west,1,2,AWS,t3.small,0.0208,Medium,14.98
ERP,99079,29,2,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Social Media,203644,150,917,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Portfolio,114379,881,5,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
News Portal,331823,1155,89,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
CRM,7787,145,289,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Social Media,32929,707,126,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
Streaming,747,67,2072,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Portfolio,417028,688,650,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
ERP,18781,1507,3,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
CRM,1549,410,178,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
Social Media,109054,7192,28,europe-west,8,16,AWS,c5.2xlarge,0.34,Low,244.8
ERP,19674,2359,40,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Blog,337263,20523,15,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
ERP,82674,164,230,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
ERP,191392,4846,1913,asia-south,16,32,GCP,n2-standard-8,0.388,Medium,279.36
CRM,14405,1389,189,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,11450,22,9,asia-south,2,4,Azure,B2s,0.05,High,36.0
E-Commerce,74882,1616,3,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
ERP,455,343,12,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
CRM,305,4,391,us-east,2,4,GCP,e2-medium,0.033,High,23.76
Blog,440140,8538,1723,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
ERP,259745,31,2736,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
ERP,353434,7,2598,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
Blog,326,326,3170,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Healthcare,1645,1645,270,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,231429,3482,5,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
E-Commerce,403,8,6,asia-south,1,2,AWS,t3.small,0.0208,Medium,14.98
News Portal,6839,6839,177,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Blog,2889,23,4,europe-west,2,4,AWS,t3.medium,0.0416,High,29.95
Streaming,195303,10459,298,us-east,8,16,Azure,F4s_v2,0.169,Low,121.68
Portfolio,11519,1084,448,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Social Media,1940,66,6,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Streaming,12094,885,761,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Streaming,482,21,61,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
News Portal,61040,5103,3,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Social Media,25241,1834,26,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,21989,1975,4028,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
News Portal,6149,537,1721,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,1999,86,1095,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
Blog,334,334,1166,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Portfolio,330362,6411,91,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Banking,5205,241,134,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,9686,1706,2330,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
Blog,3783,165,3,asia-south,1,2,GCP,e2-small,0.017,Low,12.24
Banking,454756,38702,37,us-east,16,32,GCP,n2-standard-8,0.388,Medium,279.36
Streaming,101479,11,3,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Healthcare,423,33,26,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
News Portal,23312,41,11,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
ERP,8867,1022,140,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
ERP,99264,2903,493,europe-west,8,16,Azure,F4s_v2,0.169,Low,121.68
Healthcare,489610,25328,119,asia-south,16,32,Azure,F4s_v2,0.169,Medium,121.68
Streaming,67630,13343,1201,asia-south,16,32,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,173783,5767,12,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
ERP,10208,628,1376,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,3720,176,784,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Blog,30680,1563,2,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
News Portal,70390,1630,1511,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Blog,1186,35,1998,us-east,2,4,AWS,t3.medium,0.0416,High,29.95
Banking,10269,251,49,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Blog,487,487,36,asia-south,1,2,Azure,B2s,0.05,Low,36.0
ERP,1087,1087,100,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
Blog,198396,158,14,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,621,5,638,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
Portfolio,114273,13624,154,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Blog,3691,410,4,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Streaming,35945,13,1663,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
News Portal,247893,5179,23,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
CRM,90049,25,13,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
E-Commerce,128094,1733,840,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Portfolio,1543,114,97,asia-south,2,4,GCP,e2-medium,0.033,High,23.76
E-Commerce,3388,191,3025,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,61804,2333,13,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,87504,51,218,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
Healthcare,96734,101,3,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Blog,65444,246,4352,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
News Portal,1225,22,2,us-east,2,4,Azure,B2s,0.05,Medium,36.0
Streaming,1920,188,17,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
