application_type,expected_users_per_day,concurrent_users,storage_required_gb,deployment_region,required_vcpu,required_ram_gb,cloud_provider_reference,reference_vm_type,price_per_hour,traffic_pattern,monthly_cost
Blog,6560,196,47,asia-south,2,4,AWS,t3.medium,0.0412,Medium,29.66
Healthcare,68484,1349,104,asia-south,4,8,GCP,n2-standard-4,0.1899,High,136.73
E-Commerce,11357,1158,423,asia-south,2,4,Azure,B2s,0.0505,Medium,36.36
Banking,92826,2488,136,asia-south,4,8,Azure,D4s_v3,0.1914,High,137.81
Portfolio,246,19,5,asia-south,1,2,AWS,t3.small,0.0205,Low,14.76
Blog,5467,28,27,us-east,2,4,AWS,t3.medium,0.0425,Medium,30.6
Social Media,47348,13700,2460,us-east,4,8,GCP,n2-standard-4,0.1981,Medium,142.63
News Portal,23916,2287,119,us-east,2,4,AWS,t3.medium,0.0404,Medium,29.09
Healthcare,52100,1467,365,us-east,4,8,AWS,m5.xlarge,0.1933,High,139.18
Portfolio,200,5,1,asia-south,1,2,AWS,t3.small,0.0212,Low,15.26
CRM,9903,246,124,asia-south,2,4,GCP,e2-medium,0.0323,Medium,23.26
Healthcare,38406,1669,228,asia-south,4,8,GCP,n2-standard-4,0.1989,Medium,143.21
Banking,110936,4828,910,us-east,8,16,AWS,c5.2xlarge,0.339,High,244.08
CRM,75187,1858,162,asia-south,4,8,GCP,n2-standard-4,0.1952,High,140.54
E-Commerce,52353,3528,59,us-west,4,8,GCP,n2-standard-4,0.1887,High,135.86
Social Media,324591,5652,1655,us-west,16,32,GCP,n2-standard-8,0.3914,High,281.81
Healthcare,22635,1495,327,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Portfolio,270,17,9,us-west,1,2,GCP,e2-small,0.0168,Low,12.1
Banking,167925,3214,856,us-east,8,16,AWS,c5.2xlarge,0.3333,High,239.98
Blog,8809,48,15,us-east,2,4,GCP,e2-medium,0.0337,Medium,24.26
Blog,6792,110,16,us-west,2,4,AWS,t3.medium,0.0424,Medium,30.53
Streaming,81393,5850,3515,us-west,4,8,GCP,n2-standard-4,0.193,High,138.96
Streaming,365444,2737,3025,asia-south,16,32,GCP,n2-standard-8,0.3804,High,273.89
Blog,6041,25,33,us-east,2,4,AWS,t3.medium,0.0426,Medium,30.67
Blog,8647,85,9,us-east,2,4,Azure,B2s,0.0491,Medium,35.35
Healthcare,94622,1324,346,us-west,4,8,AWS,m5.xlarge,0.1933,High,139.18
Banking,199197,3672,999,us-east,8,16,AWS,c5.2xlarge,0.349,High,251.28
Blog,1153,196,19,asia-south,1,2,Azure,B2s,0.0502,Low,36.14
E-Commerce,96827,2227,112,asia-south,4,8,GCP,n2-standard-4,0.1995,High,143.64
Banking,115382,4365,159,asia-south,8,16,AWS,c5.2xlarge,0.3335,High,240.12
Streaming,211108,14312,1316,us-west,8,16,GCP,n2-standard-8,0.3819,High,274.97
Social Media,153158,10585,1638,asia-south,8,16,AWS,c5.2xlarge,0.3324,High,239.33
News Portal,114948,2517,143,us-east,8,16,AWS,c5.2xlarge,0.349,High,251.28
Social Media,338210,6898,1529,asia-south,16,32,Azure,F4s_v2,0.1668,High,120.1
CRM,16009,1560,188,us-east,2,4,Azure,B2s,0.0502,Medium,36.14
E-Commerce,71648,751,493,us-east,4,8,AWS,m5.xlarge,0.1893,High,136.3
ERP,126374,1020,239,asia-south,8,16,AWS,c5.2xlarge,0.3463,High,249.34
CRM,69633,1658,202,asia-south,4,8,GCP,n2-standard-4,0.1974,High,142.13
E-Commerce,80795,3948,433,us-east,4,8,GCP,n2-standard-4,0.189,High,136.08
Streaming,351305,5025,2680,us-east,16,32,GCP,n2-standard-8,0.3956,High,284.83
CRM,74503,1378,128,asia-south,4,8,GCP,n2-standard-4,0.1929,High,138.89
Portfolio,1276,47,5,us-west,1,2,AWS,t3.small,0.0206,Low,14.83
Streaming,496030,19839,2589,us-west,16,32,AWS,c5.2xlarge,0.3476,High,250.27
Healthcare,35753,2575,179,us-east,4,8,GCP,n2-standard-4,0.1956,Medium,140.83
CRM,78446,1718,265,asia-south,4,8,GCP,n2-standard-4,0.1983,High,142.78
Social Media,279172,19354,574,us-east,16,32,GCP,n2-standard-8,0.3834,High,276.05
Banking,73938,4419,506,asia-south,4,8,Azure,D4s_v3,0.1945,High,140.04
Banking,119592,2586,974,asia-south,8,16,GCP,n2-standard-8,0.3767,High,271.22
Banking,63943,4209,643,asia-south,4,8,AWS,m5.xlarge,0.1902,High,136.94
Streaming,180144,10984,1712,asia-south,8,16,GCP,n2-standard-8,0.3764,High,271.01
Blog,9722,45,39,us-west,2,4,GCP,e2-medium,0.0323,Medium,23.26
Blog,7437,52,39,asia-south,2,4,GCP,e2-medium,0.0328,Medium,23.62
Banking,90376,4117,545,us-west,4,8,GCP,n2-standard-4,0.1886,High,135.79
Banking,123385,3982,810,us-east,8,16,Azure,F4s_v2,0.1667,High,120.02
Healthcare,12519,2701,141,us-east,2,4,GCP,e2-medium,0.0332,Medium,23.9
Blog,3608,113,15,asia-south,2,4,GCP,e2-medium,0.0323,Low,23.26
CRM,21538,901,197,asia-south,2,4,AWS,t3.medium,0.0419,Medium,30.17
News Portal,60206,1127,164,asia-south,4,8,GCP,n2-standard-4,0.1994,High,143.57
News Portal,135080,326,185,asia-south,8,16,GCP,n2-standard-8,0.3822,High,275.18
Streaming,270442,16663,3109,us-west,16,32,GCP,n2-standard-8,0.3903,High,281.02
Blog,928,180,28,us-east,1,2,GCP,e2-small,0.0169,Low,12.17
Healthcare,32860,2621,433,us-west,4,8,AWS,m5.xlarge,0.1872,Medium,134.78
Healthcare,68561,390,438,us-west,4,8,GCP,n2-standard-4,0.1917,High,138.02
CRM,63370,1177,297,asia-south,4,8,GCP,n2-standard-4,0.1966,High,141.55
Blog,4951,28,27,us-west,2,4,GCP,e2-medium,0.0324,Low,23.33
Banking,132701,953,238,us-east,8,16,Azure,F4s_v2,0.1645,High,118.44
Streaming,443146,2598,1200,us-west,16,32,Azure,F4s_v2,0.1706,High,122.83
Streaming,197901,10390,2811,us-west,8,16,AWS,c5.2xlarge,0.3319,High,238.97
News Portal,146093,2827,167,us-west,8,16,GCP,n2-standard-8,0.3775,High,271.8
Streaming,119303,14130,3690,us-west,8,16,Azure,F4s_v2,0.1693,High,121.9
ERP,138610,1558,236,asia-south,8,16,GCP,n2-standard-8,0.3858,High,277.78
Social Media,161078,12696,1878,us-east,8,16,AWS,c5.2xlarge,0.3355,High,241.56
Streaming,421992,17512,3697,asia-south,16,32,AWS,c5.2xlarge,0.3349,High,241.13
Healthcare,32593,1191,273,asia-south,4,8,Azure,D4s_v3,0.1972,Medium,141.98
CRM,29083,206,231,us-west,2,4,GCP,e2-medium,0.0338,Medium,24.34
Streaming,63833,13189,2267,asia-south,4,8,Azure,D4s_v3,0.1965,High,141.48
Portfolio,1504,33,3,us-east,1,2,AWS,t3.small,0.0203,Low,14.62
Banking,44272,4825,740,us-east,4,8,Azure,D4s_v3,0.1889,Medium,136.01
E-Commerce,67233,3387,342,asia-south,4,8,Azure,D4s_v3,0.1975,High,142.2
Social Media,481757,19229,2539,asia-south,16,32,Azure,F4s_v2,0.1692,High,121.82
Social Media,324647,9935,1145,us-east,16,32,AWS,c5.2xlarge,0.3446,High,248.11
Healthcare,57832,293,220,us-west,4,8,AWS,m5.xlarge,0.189,High,136.08
Healthcare,84970,2413,115,us-east,4,8,Azure,D4s_v3,0.1863,High,134.14
E-Commerce,65907,3764,398,us-west,4,8,GCP,n2-standard-4,0.1885,High,135.72
CRM,39629,1307,94,us-east,4,8,Azure,D4s_v3,0.1937,Medium,139.46
News Portal,79834,1810,142,us-east,4,8,AWS,m5.xlarge,0.1891,High,136.15
Portfolio,1087,43,7,asia-south,1,2,AWS,t3.small,0.0204,Low,14.69
Blog,7583,110,19,us-east,2,4,Azure,B2s,0.0514,Medium,37.01
Banking,132430,4804,362,asia-south,8,16,GCP,n2-standard-8,0.3976,High,286.27
CRM,69352,417,157,us-west,4,8,AWS,m5.xlarge,0.1885,High,135.72
News Portal,21942,1115,149,us-east,2,4,Azure,B2s,0.0489,Medium,35.21
Healthcare,81276,1566,111,us-west,4,8,GCP,n2-standard-4,0.1951,High,140.47
Banking,55508,3310,721,asia-south,4,8,Azure,D4s_v3,0.1961,High,141.19
Streaming,68913,5247,3680,us-west,4,8,AWS,m5.xlarge,0.1887,High,135.86
Blog,6212,129,44,us-west,2,4,AWS,t3.medium,0.0425,Medium,30.6
Social Media,52494,16740,2587,us-west,4,8,Azure,D4s_v3,0.1883,High,135.58
ERP,24017,2458,442,us-east,2,4,AWS,t3.medium,0.0417,Medium,30.02
Portfolio,1172,9,4,us-west,1,2,Azure,B2s,0.0492,Low,35.42
CRM,7409,489,103,us-east,2,4,Azure,B2s,0.0506,Medium,36.43
Banking,88551,2398,282,us-west,4,8,Azure,D4s_v3,0.1867,High,134.42
Healthcare,80263,919,488,us-west,4,8,AWS,m5.xlarge,0.1916,High,137.95
CRM,41884,400,191,asia-south,4,8,AWS,m5.xlarge,0.1925,Medium,138.6
Blog,6715,192,41,us-east,2,4,GCP,e2-medium,0.0327,Medium,23.54
Streaming,370234,5860,1466,us-west,16,32,GCP,n2-standard-8,0.3884,High,279.65
E-Commerce,80020,2661,265,asia-south,4,8,Azure,D4s_v3,0.1924,High,138.53
CRM,10167,706,67,asia-south,2,4,Azure,B2s,0.0503,Medium,36.22
Social Media,101626,19130,2392,us-east,8,16,AWS,c5.2xlarge,0.3414,High,245.81
Blog,4811,131,27,us-west,2,4,Azure,B2s,0.0511,Low,36.79
Streaming,100273,4690,1688,us-west,8,16,Azure,F4s_v2,0.1718,High,123.7
ERP,70421,2805,483,us-west,4,8,Azure,D4s_v3,0.1924,High,138.53
Streaming,366008,14608,4040,us-east,16,32,Azure,F4s_v2,0.1722,High,123.98
Healthcare,89712,2574,229,us-east,4,8,GCP,n2-standard-4,0.1949,High,140.33
ERP,86043,1273,385,us-east,4,8,GCP,n2-standard-4,0.1914,High,137.81
ERP,136267,1963,446,us-west,8,16,Azure,F4s_v2,0.1715,High,123.48
CRM,25842,1285,178,us-west,2,4,GCP,e2-medium,0.0322,Medium,23.18
Healthcare,36763,2141,468,us-west,4,8,GCP,n2-standard-4,0.1996,Medium,143.71
ERP,90344,2752,422,asia-south,4,8,GCP,n2-standard-4,0.1997,High,143.78
Streaming,78159,9983,579,us-east,4,8,AWS,m5.xlarge,0.1904,High,137.09
E-Commerce,63792,4090,454,us-east,4,8,AWS,m5.xlarge,0.1938,High,139.54
Blog,7937,167,18,us-west,2,4,Azure,B2s,0.0486,Medium,34.99
Blog,7070,60,27,us-east,2,4,AWS,t3.medium,0.0428,Medium,30.82
Streaming,234811,8483,1793,us-east,8,16,AWS,c5.2xlarge,0.331,High,238.32
Banking,171844,1693,384,asia-south,8,16,GCP,n2-standard-8,0.3911,High,281.59
CRM,71981,703,226,asia-south,4,8,GCP,n2-standard-4,0.1995,High,143.64
E-Commerce,56717,4774,417,us-east,4,8,AWS,m5.xlarge,0.1898,High,136.66
Banking,164450,2470,851,us-east,8,16,Azure,F4s_v2,0.1681,High,121.03
Social Media,318527,9794,2935,us-east,16,32,AWS,c5.2xlarge,0.3412,High,245.66
E-Commerce,74018,3773,276,us-west,4,8,GCP,n2-standard-4,0.1928,High,138.82
Social Media,275639,16732,1553,us-east,16,32,GCP,n2-standard-8,0.3806,High,274.03
Social Media,221090,3734,713,asia-south,8,16,Azure,F4s_v2,0.1714,High,123.41
Portfolio,1007,29,3,us-east,1,2,GCP,e2-small,0.0167,Low,12.02
Healthcare,86320,1760,260,asia-south,4,8,AWS,m5.xlarge,0.1933,High,139.18
CRM,18150,1723,131,us-west,2,4,AWS,t3.medium,0.0407,Medium,29.3
ERP,29479,2604,125,asia-south,2,4,Azure,B2s,0.0493,Medium,35.5
Portfolio,685,6,5,asia-south,1,2,AWS,t3.small,0.021,Low,15.12
Portfolio,1042,11,10,us-west,1,2,GCP,e2-small,0.0172,Low,12.38
E-Commerce,83006,2492,177,asia-south,4,8,Azure,D4s_v3,0.1922,High,138.38
ERP,129640,730,192,us-east,8,16,GCP,n2-standard-8,0.3935,High,283.32
Streaming,279534,19337,1316,us-east,16,32,AWS,c5.2xlarge,0.3416,High,245.95
News Portal,108719,2018,141,us-west,8,16,GCP,n2-standard-8,0.3964,High,285.41
Portfolio,261,42,4,us-east,1,2,Azure,B2s,0.0492,Low,35.42
ERP,26541,825,115,us-east,2,4,GCP,e2-medium,0.0325,Medium,23.4
Blog,5796,150,24,us-east,2,4,GCP,e2-medium,0.0339,Medium,24.41
Healthcare,63054,1122,146,us-east,4,8,AWS,m5.xlarge,0.1893,High,136.3
ERP,135081,735,455,us-east,8,16,AWS,c5.2xlarge,0.3369,High,242.57
Blog,8055,90,41,us-east,2,4,Azure,B2s,0.0502,Medium,36.14
Blog,7889,112,31,us-east,2,4,AWS,t3.medium,0.0418,Medium,30.1
Portfolio,1742,36,4,asia-south,1,2,GCP,e2-small,0.0167,Low,12.02
E-Commerce,18586,3847,159,us-east,2,4,Azure,B2s,0.0507,Medium,36.5
ERP,71878,2939,346,asia-south,4,8,GCP,n2-standard-4,0.1936,High,139.39
Portfolio,270,5,2,asia-south,1,2,AWS,t3.small,0.0206,Low,14.83
CRM,79144,551,155,us-west,4,8,Azure,D4s_v3,0.1897,High,136.58
Blog,9537,177,15,us-east,2,4,Azure,B2s,0.0492,Medium,35.42
E-Commerce,93770,2338,57,us-east,4,8,Azure,D4s_v3,0.1964,High,141.41
Healthcare,15137,1054,368,us-west,2,4,Azure,B2s,0.05,Medium,36.0
Streaming,191517,15970,3800,asia-south,8,16,Azure,F4s_v2,0.1733,High,124.78
E-Commerce,90239,2764,487,asia-south,4,8,AWS,m5.xlarge,0.1897,High,136.58
CRM,37709,899,188,us-east,4,8,GCP,n2-standard-4,0.1922,Medium,138.38
Portfolio,1809,22,8,asia-south,1,2,AWS,t3.small,0.0214,Low,15.41
Blog,9627,27,7,us-west,2,4,GCP,e2-medium,0.0325,Medium,23.4
CRM,49428,307,71,us-east,4,8,AWS,m5.xlarge,0.1935,Medium,139.32
Streaming,441307,9943,1073,asia-south,16,32,GCP,n2-standard-8,0.3991,High,287.35
Blog,9874,103,44,asia-south,2,4,AWS,t3.medium,0.0427,Medium,30.74
Healthcare,12617,818,346,us-east,2,4,GCP,e2-medium,0.0339,Medium,24.41
News Portal,54949,2444,176,asia-south,4,8,AWS,m5.xlarge,0.1946,High,140.11
News Portal,119562,3617,62,asia-south,8,16,GCP,n2-standard-8,0.3959,High,285.05
Streaming,184568,18463,3222,us-west,8,16,AWS,c5.2xlarge,0.3356,High,241.63
E-Commerce,46526,4068,229,us-east,4,8,Azure,D4s_v3,0.1975,Medium,142.2
CRM,27169,567,129,us-west,2,4,AWS,t3.medium,0.0426,Medium,30.67
CRM,12457,992,201,us-west,2,4,AWS,t3.medium,0.0408,Medium,29.38
CRM,70566,1049,243,asia-south,4,8,Azure,D4s_v3,0.1898,High,136.66
Banking,98476,2612,1000,asia-south,4,8,GCP,n2-standard-4,0.1903,High,137.02
Social Media,103550,17339,2543,us-east,8,16,GCP,n2-standard-8,0.3896,High,280.51
Blog,5416,163,40,us-east,2,4,Azure,B2s,0.0513,Medium,36.94
Blog,6769,34,28,asia-south,2,4,GCP,e2-medium,0.0324,Medium,23.33
Social Media,31042,3478,2824,asia-south,4,8,AWS,m5.xlarge,0.1926,Medium,138.67
Streaming,235661,18059,844,us-west,8,16,AWS,c5.2xlarge,0.3392,High,244.22
E-Commerce,57624,4229,427,us-east,4,8,Azure,D4s_v3,0.1897,High,136.58
Healthcare,47742,391,234,us-west,4,8,AWS,m5.xlarge,0.1892,Medium,136.22
CRM,16981,812,281,us-west,2,4,Azure,B2s,0.0486,Medium,34.99
E-Commerce,86806,2334,442,us-west,4,8,AWS,m5.xlarge,0.1965,High,141.48
Healthcare,69708,2777,109,asia-south,4,8,GCP,n2-standard-4,0.1964,High,141.41
Social Media,51764,12355,678,us-east,4,8,GCP,n2-standard-4,0.1946,High,140.11
Streaming,479464,6058,2362,us-west,16,32,AWS,c5.2xlarge,0.3384,High,243.65
Social Media,364942,14600,1224,asia-south,16,32,GCP,n2-standard-8,0.3985,High,286.92
Social Media,152155,15557,676,asia-south,8,16,AWS,c5.2xlarge,0.3337,High,240.26
E-Commerce,38395,714,260,us-west,4,8,AWS,m5.xlarge,0.1913,Medium,137.74
News Portal,137358,1153,125,us-east,8,16,Azure,F4s_v2,0.1672,High,120.38
Portfolio,1011,29,9,us-east,1,2,AWS,t3.small,0.0203,Low,14.62
Banking,181279,586,145,asia-south,8,16,GCP,n2-standard-8,0.3987,High,287.06
Social Media,60794,9672,1400,us-east,4,8,AWS,m5.xlarge,0.1957,High,140.9
Streaming,352399,17479,1762,us-west,16,32,AWS,c5.2xlarge,0.3422,High,246.38
ERP,132559,2103,310,asia-south,8,16,Azure,F4s_v2,0.1666,High,119.95
Blog,1276,100,21,asia-south,1,2,AWS,t3.small,0.0209,Low,15.05
Banking,31899,3141,138,asia-south,4,8,Azure,D4s_v3,0.1884,Medium,135.65
Banking,123356,613,182,us-west,8,16,AWS,c5.2xlarge,0.3469,High,249.77
Banking,101190,1408,827,us-west,8,16,GCP,n2-standard-8,0.3816,High,274.75
Social Media,481676,1195,522,asia-south,16,32,AWS,c5.2xlarge,0.3388,High,243.94
Banking,134060,2551,283,us-west,8,16,GCP,n2-standard-8,0.3935,High,283.32
CRM,53198,942,166,us-west,4,8,GCP,n2-standard-4,0.1992,High,143.42
Blog,9174,180,32,us-east,2,4,AWS,t3.medium,0.0417,Medium,30.02
Banking,136410,874,543,asia-south,8,16,Azure,F4s_v2,0.1663,High,119.74
Banking,44400,1256,718,us-west,4,8,AWS,m5.xlarge,0.1941,Medium,139.75
E-Commerce,28183,4732,438,asia-south,2,4,Azure,B2s,0.0488,Medium,35.14
CRM,20377,730,102,us-east,2,4,GCP,e2-medium,0.0332,Medium,23.9
News Portal,44595,1107,142,us-east,4,8,AWS,m5.xlarge,0.1967,Medium,141.62
Banking,56322,3478,737,asia-south,4,8,AWS,m5.xlarge,0.1924,High,138.53
Social Media,136417,7431,2231,us-east,8,16,AWS,c5.2xlarge,0.3419,High,246.17
Banking,83502,945,636,asia-south,4,8,GCP,n2-standard-4,0.1918,High,138.1
News Portal,31806,1597,61,us-west,4,8,AWS,m5.xlarge,0.1938,Medium,139.54
News Portal,75151,2547,169,us-west,4,8,Azure,D4s_v3,0.1868,High,134.5
Healthcare,82450,2384,376,asia-south,4,8,Azure,D4s_v3,0.1907,High,137.3
Blog,3389,191,15,asia-south,2,4,Azure,B2s,0.0503,Low,36.22
Healthcare,21915,449,372,us-west,2,4,Azure,B2s,0.0491,Medium,35.35
Healthcare,17587,259,386,us-west,2,4,AWS,t3.medium,0.0407,Medium,29.3
Portfolio,404,27,8,us-west,1,2,Azure,B2s,0.0499,Low,35.93
Portfolio,1722,9,7,us-west,1,2,Azure,B2s,0.0507,Low,36.5
E-Commerce,99068,587,426,us-east,4,8,GCP,n2-standard-4,0.1894,High,136.37
Healthcare,99145,1186,334,asia-south,4,8,Azure,D4s_v3,0.1916,High,137.95
ERP,107428,1880,416,us-west,8,16,GCP,n2-standard-8,0.3862,High,278.06
News Portal,32684,2805,81,us-west,4,8,GCP,n2-standard-4,0.1886,Medium,135.79
Banking,109296,1129,546,asia-south,8,16,GCP,n2-standard-8,0.3811,High,274.39
Healthcare,24880,2545,307,us-west,2,4,GCP,e2-medium,0.0338,Medium,24.34
Streaming,334000,14994,2079,us-west,16,32,GCP,n2-standard-8,0.3951,High,284.47
Portfolio,371,28,4,asia-south,1,2,AWS,t3.small,0.0211,Low,15.19
Healthcare,72296,2199,196,us-west,4,8,GCP,n2-standard-4,0.1981,High,142.63
E-Commerce,12944,1413,141,asia-south,2,4,Azure,B2s,0.049,Medium,35.28
CRM,52131,294,256,asia-south,4,8,Azure,D4s_v3,0.1885,High,135.72
Portfolio,893,44,5,us-west,1,2,Azure,B2s,0.051,Low,36.72
News Portal,120131,4780,168,us-east,8,16,GCP,n2-standard-8,0.3909,High,281.45
ERP,140552,896,374,us-east,8,16,AWS,c5.2xlarge,0.3494,High,251.57
ERP,85368,980,486,us-east,4,8,GCP,n2-standard-4,0.1897,High,136.58
Portfolio,1410,5,7,us-east,1,2,AWS,t3.small,0.0212,Low,15.26
Streaming,333069,11596,4721,us-west,16,32,AWS,c5.2xlarge,0.336,High,241.92
ERP,70670,611,487,us-east,4,8,GCP,n2-standard-4,0.1944,High,139.97
CRM,61438,326,107,us-west,4,8,AWS,m5.xlarge,0.1937,High,139.46
Streaming,488588,15568,510,us-east,16,32,Azure,F4s_v2,0.1683,High,121.18
Social Media,339406,17269,656,asia-south,16,32,GCP,n2-standard-8,0.3923,High,282.46
CRM,79086,1965,267,asia-south,4,8,Azure,D4s_v3,0.1867,High,134.42
ERP,133289,2027,419,asia-south,8,16,AWS,c5.2xlarge,0.3349,High,241.13
Portfolio,682,23,8,us-west,1,2,GCP,e2-small,0.0172,Low,12.38
News Portal,18353,2779,191,us-east,2,4,GCP,e2-medium,0.0339,Medium,24.41
ERP,25121,1576,340,us-west,2,4,AWS,t3.medium,0.0422,Medium,30.38
E-Commerce,69038,4539,345,us-east,4,8,AWS,m5.xlarge,0.1895,High,136.44
E-Commerce,64696,3685,184,us-west,4,8,AWS,m5.xlarge,0.1873,High,134.86
Blog,3581,21,48,us-west,2,4,Azure,B2s,0.0485,Low,34.92
Portfolio,756,45,1,us-east,1,2,Azure,B2s,0.0497,Low,35.78
Blog,9436,103,36,us-west,2,4,GCP,e2-medium,0.0337,Medium,24.26
CRM,68202,629,281,asia-south,4,8,AWS,m5.xlarge,0.1884,High,135.65
Social Media,426217,1007,2719,us-west,16,32,AWS,c5.2xlarge,0.3305,High,237.96
E-Commerce,68532,2718,62,us-east,4,8,AWS,m5.xlarge,0.1974,High,142.13
E-Commerce,71915,1548,306,asia-south,4,8,AWS,m5.xlarge,0.1949,High,140.33
Portfolio,1010,15,6,us-east,1,2,AWS,t3.small,0.0211,Low,15.19
ERP,58177,553,289,us-east,4,8,GCP,n2-standard-4,0.1915,High,137.88
E-Commerce,75286,3155,87,us-west,4,8,AWS,m5.xlarge,0.1932,High,139.1
Streaming,79405,5836,2044,us-west,4,8,Azure,D4s_v3,0.1964,High,141.41
E-Commerce,38147,4034,91,us-east,4,8,Azure,D4s_v3,0.1965,Medium,141.48
Banking,154928,4679,585,asia-south,8,16,GCP,n2-standard-8,0.3832,High,275.9
Streaming,57056,13843,1500,us-west,4,8,GCP,n2-standard-4,0.1892,High,136.22
News Portal,36552,4546,118,us-west,4,8,GCP,n2-standard-4,0.1901,Medium,136.87
Social Media,32851,12759,879,us-east,4,8,GCP,n2-standard-4,0.1915,Medium,137.88
CRM,18346,460,55,asia-south,2,4,AWS,t3.medium,0.0421,Medium,30.31
Portfolio,1108,21,1,us-west,1,2,AWS,t3.small,0.0208,Low,14.98
Streaming,85518,12853,4004,asia-south,4,8,GCP,n2-standard-4,0.1941,High,139.75
News Portal,60794,1971,89,us-west,4,8,Azure,D4s_v3,0.1865,High,134.28
Healthcare,96771,2759,174,asia-south,4,8,Azure,D4s_v3,0.1961,High,141.19
Healthcare,78630,2541,398,asia-south,4,8,Azure,D4s_v3,0.1932,High,139.1
Banking,69277,4685,576,us-east,4,8,GCP,n2-standard-4,0.1911,High,137.59
News Portal,58232,544,195,us-east,4,8,AWS,m5.xlarge,0.1956,High,140.83
E-Commerce,93393,3228,141,asia-south,4,8,Azure,D4s_v3,0.193,High,138.96
ERP,22697,2037,126,asia-south,2,4,GCP,e2-medium,0.0335,Medium,24.12
Healthcare,31043,1885,123,us-east,4,8,AWS,m5.xlarge,0.1933,Medium,139.18
Blog,2936,97,12,us-east,1,2,Azure,B2s,0.0494,Low,35.57
Banking,63787,2933,730,us-west,4,8,Azure,D4s_v3,0.1934,High,139.25
E-Commerce,89565,2763,324,us-west,4,8,Azure,D4s_v3,0.19,High,136.8
Blog,9797,76,32,asia-south,2,4,Azure,B2s,0.049,Medium,35.28
News Portal,80278,1753,160,us-east,4,8,Azure,D4s_v3,0.1898,High,136.66
ERP,122072,1933,447,us-east,8,16,GCP,n2-standard-8,0.3777,High,271.94
ERP,32030,1754,478,asia-south,4,8,AWS,m5.xlarge,0.1977,Medium,142.34
Streaming,413323,11173,3554,us-west,16,32,AWS,c5.2xlarge,0.3479,High,250.49
Healthcare,77341,680,288,us-west,4,8,AWS,m5.xlarge,0.1965,High,141.48
Social Media,326005,11473,945,us-west,16,32,GCP,n2-standard-8,0.3921,High,282.31
CRM,55000,1636,109,us-west,4,8,Azure,D4s_v3,0.1894,High,136.37
Blog,9250,134,44,us-east,2,4,AWS,t3.medium,0.0406,Medium,29.23
News Portal,130546,3565,108,us-east,8,16,GCP,n2-standard-8,0.3948,High,284.26
Portfolio,363,17,1,asia-south,1,2,AWS,t3.small,0.021,Low,15.12
E-Commerce,32550,2171,466,asia-south,4,8,GCP,n2-standard-4,0.1975,Medium,142.2
Social Media,295331,8841,924,asia-south,16,32,GCP,n2-standard-8,0.3969,High,285.77
News Portal,106340,233,87,us-east,8,16,GCP,n2-standard-8,0.3769,High,271.37
Portfolio,1350,50,3,us-east,1,2,GCP,e2-small,0.0173,Low,12.46
Portfolio,629,5,1,us-west,1,2,AWS,t3.small,0.0203,Low,14.62
CRM,37133,1786,263,asia-south,4,8,GCP,n2-standard-4,0.1991,Medium,143.35
Healthcare,54746,1956,363,us-west,4,8,GCP,n2-standard-4,0.1884,High,135.65
Banking,20513,4593,767,us-east,2,4,AWS,t3.medium,0.0413,Medium,29.74
Healthcare,10613,856,337,us-west,2,4,Azure,B2s,0.0515,Medium,37.08
Banking,142707,3928,536,us-east,8,16,GCP,n2-standard-8,0.3767,High,271.22
Healthcare,70990,318,282,us-west,4,8,AWS,m5.xlarge,0.1898,High,136.66
Banking,60733,4841,159,asia-south,4,8,GCP,n2-standard-4,0.1891,High,136.15
Social Media,426128,18231,1103,us-east,16,32,AWS,c5.2xlarge,0.3476,High,250.27
ERP,21314,2811,335,asia-south,2,4,Azure,B2s,0.0493,Medium,35.5
Blog,9380,63,23,us-east,2,4,GCP,e2-medium,0.0326,Medium,23.47
Banking,23205,4323,470,us-east,2,4,AWS,t3.medium,0.0419,Medium,30.17
Social Media,383015,13981,1067,us-east,16,32,GCP,n2-standard-8,0.3805,High,273.96
Portfolio,1253,37,7,us-east,1,2,AWS,t3.small,0.021,Low,15.12
ERP,115844,2385,370,asia-south,8,16,GCP,n2-standard-8,0.3792,High,273.02
E-Commerce,71255,757,500,us-west,4,8,GCP,n2-standard-4,0.1988,High,143.14
Social Media,320930,13688,546,us-west,16,32,AWS,c5.2xlarge,0.3473,High,250.06
Healthcare,57290,2265,448,asia-south,4,8,GCP,n2-standard-4,0.1941,High,139.75
Social Media,53185,6230,2492,us-east,4,8,GCP,n2-standard-4,0.1933,High,139.18
Portfolio,738,15,6,us-west,1,2,GCP,e2-small,0.0171,Low,12.31
Social Media,372313,9724,2045,asia-south,16,32,Azure,F4s_v2,0.1655,High,119.16
Social Media,32183,14837,2736,asia-south,4,8,AWS,m5.xlarge,0.1956,Medium,140.83
Blog,7866,172,13,us-west,2,4,Azure,B2s,0.0493,Medium,35.5
CRM,18220,1563,206,us-west,2,4,AWS,t3.medium,0.0406,Medium,29.23
Banking,168467,4127,108,asia-south,8,16,Azure,F4s_v2,0.1708,High,122.98
Blog,1176,162,8,us-west,1,2,Azure,B2s,0.0497,Low,35.78
ERP,79311,2788,471,us-east,4,8,Azure,D4s_v3,0.195,High,140.4
News Portal,148148,3032,116,us-east,8,16,AWS,c5.2xlarge,0.3362,High,242.06
